Date,Open,Close,High,Low,Volume,Trading_Volume,Name,Code,Type
2024-11-14,35.0,34.8,36.95,34.6,4248200,151262040.0,云顶新耀,01952,HK
2024-11-15,35.0,35.15,36.35,34.5,3255366,114914811.0,云顶新耀,01952,HK
2024-11-18,35.15,34.5,35.4,33.5,3039000,104881300.0,云顶新耀,01952,HK
2024-11-19,34.85,36.9,37.5,34.85,6856905,250474090.0,云顶新耀,01952,HK
2024-11-20,36.9,39.5,39.9,36.7,6991328,272365904.0,云顶新耀,01952,HK
2024-11-21,39.7,38.75,39.95,38.25,3645604,142810870.0,云顶新耀,01952,HK
2024-11-22,38.75,37.7,39.4,37.45,3286259,125574421.0,云顶新耀,01952,HK
2024-11-25,37.95,38.75,39.65,37.55,3151153,121587793.0,云顶新耀,01952,HK
2024-11-26,38.95,36.5,39.75,35.85,5072342,191184387.0,云顶新耀,01952,HK
2024-11-27,37.05,39.25,39.3,36.85,4827049,184028653.0,云顶新耀,01952,HK
2024-11-28,39.95,34.4,40.5,34.25,15904802,587322352.0,云顶新耀,01952,HK
2024-11-29,35.45,34.3,36.25,32.85,8725401,301193712.0,云顶新耀,01952,HK
2024-12-02,34.9,40.6,40.8,34.8,12175694,471203264.0,云顶新耀,01952,HK
2024-12-03,40.0,45.05,46.8,39.95,15422283,682746160.0,云顶新耀,01952,HK
2024-12-04,45.45,46.4,47.25,42.7,9071552,411765824.0,云顶新耀,01952,HK
2024-12-05,46.65,45.45,46.65,43.2,8227858,365629968.0,云顶新耀,01952,HK
2024-12-06,45.4,46.2,47.45,44.75,4054259,187083315.0,云顶新耀,01952,HK
2024-12-09,46.05,47.85,49.7,45.85,7334892,353092176.0,云顶新耀,01952,HK
2024-12-10,48.3,46.15,48.9,45.15,6068943,285870832.0,云顶新耀,01952,HK
2024-12-11,46.65,48.3,48.65,45.85,4310147,204161026.0,云顶新耀,01952,HK
2024-12-12,48.0,48.35,49.6,48.0,2719550,132714582.0,云顶新耀,01952,HK
2024-12-13,48.4,47.4,49.85,46.95,3630289,175173729.0,云顶新耀,01952,HK
2024-12-16,48.65,49.0,49.7,47.15,3934031,191017926.0,云顶新耀,01952,HK
2024-12-17,49.3,50.3,52.15,49.2,6189390,315564000.0,云顶新耀,01952,HK
2024-12-18,50.3,49.7,50.3,48.5,3646711,180660518.0,云顶新耀,01952,HK
2024-12-19,49.4,46.85,49.4,46.65,3948500,188834105.0,云顶新耀,01952,HK
2024-12-20,46.85,46.5,47.8,46.25,3154700,147984730.0,云顶新耀,01952,HK
2024-12-23,46.9,46.8,47.25,45.25,2625000,121326447.0,云顶新耀,01952,HK
2024-12-24,46.5,47.0,47.7,46.05,1048447,49232868.0,云顶新耀,01952,HK
2024-12-27,47.15,46.05,48.7,45.85,3017300,142253110.0,云顶新耀,01952,HK
2024-12-30,46.1,47.55,48.4,46.1,2933000,139738950.0,云顶新耀,01952,HK
2024-12-31,48.0,48.4,49.1,47.25,1758800,84888635.0,云顶新耀,01952,HK
2025-01-02,48.65,49.6,51.25,47.3,5546200,274821120.0,云顶新耀,01952,HK
2025-01-03,49.65,48.35,50.4,48.0,3241756,159205602.0,云顶新耀,01952,HK
