Date,Open,Close,High,Low,Volume,Trading_Volume,Name,Code,Type
2024-11-14,28.65,28.7,29.5,28.15,184000,5300660.0,华昊中天医药-B,02563,HK
2024-11-15,28.95,28.95,29.55,28.15,277800,8085840.0,华昊中天医药-B,02563,HK
2024-11-18,28.6,28.9,29.0,28.2,319200,9183290.0,华昊中天医药-B,02563,HK
2024-11-19,29.05,29.6,30.05,28.8,289000,8506120.0,华昊中天医药-B,02563,HK
2024-11-20,29.5,28.95,29.55,28.5,325000,9389390.0,华昊中天医药-B,02563,HK
2024-11-21,28.95,29.05,29.1,28.25,404600,11571870.0,华昊中天医药-B,02563,HK
2024-11-22,29.0,28.9,29.4,28.2,376000,10825580.0,华昊中天医药-B,02563,HK
2024-11-25,29.0,29.0,29.0,28.5,374200,10777040.0,华昊中天医药-B,02563,HK
2024-11-26,29.0,28.95,29.25,28.55,375000,10847310.0,华昊中天医药-B,02563,HK
2024-11-27,28.85,28.85,29.1,28.4,377200,10811790.0,华昊中天医药-B,02563,HK
2024-11-28,28.7,27.9,28.8,27.7,430600,12214260.0,华昊中天医药-B,02563,HK
2024-11-29,27.8,27.95,28.45,27.25,371200,10298510.0,华昊中天医药-B,02563,HK
2024-12-02,27.95,30.0,30.5,27.75,446400,12749860.0,华昊中天医药-B,02563,HK
2024-12-03,30.25,29.25,30.3,28.75,375000,10916000.0,华昊中天医药-B,02563,HK
2024-12-04,29.25,29.2,29.85,28.9,371600,10855850.0,华昊中天医药-B,02563,HK
2024-12-05,29.2,29.5,29.85,28.9,365600,10736120.0,华昊中天医药-B,02563,HK
2024-12-06,29.5,29.7,29.75,29.3,369800,10918440.0,华昊中天医药-B,02563,HK
2024-12-09,29.7,30.0,30.3,29.2,359400,10711660.0,华昊中天医药-B,02563,HK
2024-12-10,30.15,30.4,30.45,29.6,380800,11378340.0,华昊中天医药-B,02563,HK
2024-12-11,30.4,30.8,31.1,30.1,383400,11748680.0,华昊中天医药-B,02563,HK
2024-12-12,30.8,30.7,30.95,30.4,369200,11310570.0,华昊中天医药-B,02563,HK
2024-12-13,30.7,31.25,31.5,30.4,396200,12208930.0,华昊中天医药-B,02563,HK
2024-12-16,31.25,34.95,34.95,30.9,419200,13495210.0,华昊中天医药-B,02563,HK
2024-12-17,35.15,35.45,39.5,34.65,317800,11747925.0,华昊中天医药-B,02563,HK
2024-12-18,36.15,34.2,36.15,33.3,297000,10227480.0,华昊中天医药-B,02563,HK
2024-12-19,33.6,31.6,33.8,31.15,372200,11820020.0,华昊中天医药-B,02563,HK
2024-12-20,31.8,31.95,32.4,31.15,334000,10555930.0,华昊中天医药-B,02563,HK
2024-12-23,32.05,32.9,33.15,31.3,343200,10977530.0,华昊中天医药-B,02563,HK
2024-12-24,32.9,32.75,32.9,31.65,329600,10555670.0,华昊中天医药-B,02563,HK
2024-12-27,32.75,31.55,32.75,31.55,341200,10907940.0,华昊中天医药-B,02563,HK
2024-12-30,31.05,21.0,31.05,17.96,761800,16564336.0,华昊中天医药-B,02563,HK
2024-12-31,21.1,19.7,21.1,16.3,244200,4386720.0,华昊中天医药-B,02563,HK
2025-01-02,19.2,15.28,19.2,15.1,138000,2218996.0,华昊中天医药-B,02563,HK
2025-01-03,15.34,16.16,17.0,14.5,89000,1414712.0,华昊中天医药-B,02563,HK
2025-01-06,15.8,16.3,16.92,15.28,119200,1918676.0,华昊中天医药-B,02563,HK
2025-01-07,16.3,16.28,16.3,15.16,11000,173920.0,华昊中天医药-B,02563,HK
2025-01-08,16.0,15.72,16.28,15.0,38000,597688.0,华昊中天医药-B,02563,HK
2025-01-09,16.14,16.26,17.78,15.78,104400,1765688.0,华昊中天医药-B,02563,HK
2025-01-10,16.04,16.5,16.6,15.3,44200,713556.0,华昊中天医药-B,02563,HK
2025-01-13,16.5,15.14,16.5,15.0,40000,641412.0,华昊中天医药-B,02563,HK
2025-01-14,15.08,13.38,15.08,13.38,58200,820728.0,华昊中天医药-B,02563,HK
2025-01-15,13.4,14.06,14.66,13.4,125400,1799560.0,华昊中天医药-B,02563,HK
2025-01-16,14.06,14.66,14.66,13.86,12000,169184.0,华昊中天医药-B,02563,HK
2025-01-17,14.42,14.42,14.42,14.42,2200,31724.0,华昊中天医药-B,02563,HK
2025-01-20,15.0,15.9,15.94,15.0,38400,595896.0,华昊中天医药-B,02563,HK
2025-01-21,15.84,15.76,16.48,15.28,66400,1054524.0,华昊中天医药-B,02563,HK
2025-01-22,16.1,17.86,18.62,16.1,127200,2226628.0,华昊中天医药-B,02563,HK
2025-01-23,18.5,17.3,18.5,17.14,22200,389508.0,华昊中天医药-B,02563,HK
2025-01-24,17.4,17.7,18.14,17.1,23600,409712.0,华昊中天医药-B,02563,HK
2025-01-27,17.72,17.28,17.72,17.28,5600,99132.0,华昊中天医药-B,02563,HK
2025-01-28,15.8,16.36,16.88,15.8,2200,36280.0,华昊中天医药-B,02563,HK
2025-02-03,16.46,15.76,16.46,13.68,92200,1436752.0,华昊中天医药-B,02563,HK
