Date,Open,Close,High,Low,Volume,Trading_Volume,Name,Code,Type
2024-11-14,23.05,22.2,23.1,22.05,5868671,132778871.0,再鼎医药,09688,HK
2024-11-15,20.95,21.5,22.1,20.95,10974900,237266018.0,再鼎医药,09688,HK
2024-11-18,21.55,21.2,21.55,20.85,4392962,92962797.0,再鼎医药,09688,HK
2024-11-19,19.92,20.25,20.4,19.7,10139300,203613509.0,再鼎医药,09688,HK
2024-11-20,20.5,20.75,20.85,20.15,4520900,93144463.0,再鼎医药,09688,HK
2024-11-21,20.3,20.5,20.65,20.1,4436225,90482395.0,再鼎医药,09688,HK
2024-11-22,20.05,19.76,20.2,19.56,4037218,79990057.0,再鼎医药,09688,HK
2024-11-25,20.45,21.3,21.75,20.45,4866900,103340274.0,再鼎医药,09688,HK
2024-11-26,21.6,21.95,22.5,21.6,2818346,62021682.0,再鼎医药,09688,HK
2024-11-27,21.5,21.95,22.2,21.1,3681900,79933488.0,再鼎医药,09688,HK
2024-11-28,22.2,22.05,22.65,21.5,2892500,64514848.0,再鼎医药,09688,HK
2024-11-29,22.05,22.45,22.9,21.8,2105500,47466580.0,再鼎医药,09688,HK
2024-12-02,22.45,22.5,23.0,22.15,2146699,48302885.0,再鼎医药,09688,HK
2024-12-03,22.95,23.25,23.65,22.95,3340127,78034467.0,再鼎医药,09688,HK
2024-12-04,23.8,23.1,23.95,22.85,1682985,38935474.0,再鼎医药,09688,HK
2024-12-05,21.95,21.9,22.0,21.2,3104888,67218393.0,再鼎医药,09688,HK
2024-12-06,22.15,21.8,22.45,21.7,1674700,36857319.0,再鼎医药,09688,HK
2024-12-09,22.45,22.5,22.5,21.8,1055700,23407542.0,再鼎医药,09688,HK
2024-12-10,23.0,21.85,23.55,21.75,1556341,34683286.0,再鼎医药,09688,HK
2024-12-11,22.0,21.65,22.0,21.45,1087710,23613892.0,再鼎医药,09688,HK
2024-12-12,21.4,20.95,21.45,20.45,2585884,53811740.0,再鼎医药,09688,HK
2024-12-13,20.95,20.55,20.95,20.2,2406400,49146956.0,再鼎医药,09688,HK
2024-12-16,20.55,20.6,20.7,20.0,1922794,39227236.0,再鼎医药,09688,HK
2024-12-17,20.5,20.4,20.7,20.2,1117818,22895367.0,再鼎医药,09688,HK
2024-12-18,20.6,21.3,21.45,20.6,1534514,32493267.0,再鼎医药,09688,HK
2024-12-19,20.25,20.3,20.6,19.9,2403143,48710711.0,再鼎医药,09688,HK
2024-12-20,20.3,20.6,20.85,20.2,2669502,55044594.0,再鼎医药,09688,HK
2024-12-23,20.5,20.9,21.05,20.4,1796924,37111414.0,再鼎医药,09688,HK
